prod_id,cus_id,rev_title,rev_body,rating
B0B3MMYHYW,"AGDOVGWZKEQ3M6DA2GHV6WUZT5SA,AGEUXHN7U2Q26CM6TFOTW7GZXFXQ,AHYXZVXUY3QTBP7IBFIUBSZVH2XQ,AGO4OKG6KVBAAE52Q62JBKHRDFFQ,AGOARJLTS744KQC3BTKT5KQVOJUA,AF6XISKAQXTX3Q5RUF2M2VKOJ66A,AEP6PYK2DLTD5UCMURSUNUE4IE5A,AHJSNMHQQWE6LMFRATH5LLJBQQXQ","Decent product. Value for money.,Value for money,Improvements Needed,Everything thing good except the installation experience,Overall taking all aspects TV is good within the price point,Tv installation services,One among the good TVs in the market.,Picture","I am posting this after a few weeks of using the product.Usage: Continuous, OTT only, no Cable/Dish operator.Average daily usage: 6-8 hours.The TV is a great value-for-money product.Installation: The installation was simple and Amazon assisted installation was smooth, timely and hassle-free.Picture: The picture quality is not great when compared with the smoothness of a Sony, LG and Samsung with these kind of specs. Movies and especially hi-res TV series experience was somewhat diluted as most of the times, the output, while in hi-res , wouldn't look like a movie quality which we are used to of watching in the likes of Sony, Samsung LG etc however, with time, you get used to it and only realize the difference when you see the same movie at someone else's better TV.Sound: Sound output is decent. You wouldn't need additional support to enhance the volume as such.Remote: Sleek, sensitive and user-friendly. It's exactly like Amazon's remote.OS: Same as any smart Android TV. Works smoothly without much lags or hiccups. Switching apps from one to another takes a a couple of seconds more than Sony but unless you have used to of those performances, it looks just fine.Standalone and as your first smart TV,  you wouldn't find any reasons to not like the quality and it would like hi-res from the beginning. It is a great value for money product without a doubt.",4
B09C6HWG18,"AHRUMHBZ7IAQPLH4W5Y3A6HLQFVA,AGSJW5TCLJEKW4HAJAA4XRRNDAWQ,AFPK3KEV3ZSEJ7K6U6C3LERQ2E7A,AE43YOKQNGCH4SSBHBYFXDSPX6YA,AF6UDET5A7UZVF6X6PLTCNPAG2JA,AG4NQECOQ6XL3YXY2ARSILF65W6Q,AGQKQGF2M565PCZ2RPUYM7HIWH3Q,AF5PAF6QWH67HHLGCH6LBYQJPPUQ","Product is as expected,Cable has problem with samsung galaxy s8 ultra tablet,Quality and service is good.,It's perfect, definitely what i needed,Worth buying this cable,Just awesome 👌,fast charge, sturdy build quality, absolute value for money product, 2yrs warranty, just go for it,Good","Same type is available in half prize other make on Amazon,Cable is good and well built. it supports all sort of charging protocols. But Samsung galaxy s8 ultra seems to have some issues. It falls back to slower charging after a second or two of ultra fast charging when plugged in. It works fine with other devices just fine.,Quality of yhe cable is good. My cable is not working after 8 months. Duracell team is very responsive. They replaced the item immediately. Service is good. But only one problem is thickness of the pin must be improved.,The product is upto my expectations, worth the price, braiding is really good, i may not have the need to buy another cable again,Worth buying this cable, very durable,Its very tough material and very much durable too.,Super fast charging...long lasting due to sturdiness & strong build quality...absolute value for money product...plus 2yrs warranty...Sometime bit difficult to fold the cable due to its sturdy build but its OK looking at its edge...just go for it....a real value for money.,Very sturdy but over priced",2
B00NH11KIK,"AEYHTCWWZYU3JQBU6SLNFFT3OMVQ,AENQPV63OVBZHJ7L7V37M2ADFY7Q,AH7J7BCTWAMK2REWT4AMA2V5DPUQ,AFZSC27UUKDN5VYQVMAPYZNQTULA,AHM56NVJXROPTI5WICZITI4YAZAA,AEWZZXQWEU2QSVBCT7AJQ3FXMZWA,AFBLTBDVC23HRPXW2OQ2JDV3BNNQ,AGCX23QVQFBCYCAUWQNM4YHMKMQA","Functionality as described,Working,Great USB in budget,Good,Good,It just works,Works with my Casio ct-x700 well,Still working after 3 months","Using it and satisfactory.,Working good also not so expensive,Using this for an audio transition from Yamaha mgxu20 sound mixer to the laptop for live purpose excellent quality.,Bought it before one and a half month.... Works well.. Satisfied...🙂,Good quality, and cheap price,Great for the price works with my usb mic fantastically well. Just I find the usb b side is a bit loose when compared to my original OEM cables.. I have ordered several pairs but all are same. At least for my mic. But it’s not too loose to be called unusable,Works with my Casio ct-x700 well,",5
B09JPC82QC,"AHB43CZ4RHLJ5S6CBOWX6MEI7J4Q,AHP24JLRZ2DTLBEX22A6DVUJDSBA,AGLKKKJCKHZ32S7MCK46JWDZ2A3A,AHXCZCBKCKFAOJJ2GOCQS3OKPQOQ,AHZ4UBDUCUMY6IGCR67LB4P5RBXA,AHCGV72I3RKXOSSUNK3SQOB677NA,AFTCOTLY72MCSV5WHMHSZ67ZZG6A,AEF55HUCR2L3DMBXVV4SGD55JKIQ","DETAILED REVIEW after 3 WEEKS of Usage !!!,Priceworthy.,It's a good product,Good,Vivid picture quality is stunning,SUPER DEAL,Value for money,Very nice","NOTE:@ If you select brand-authorized TV installation, then DO NOT unbox the tv until MI representative arrives.This ensures, that if TV is damaged in transportation, then you will get replacement easily.@ If you didn't choose installation, then just SHOOT the video of unboxing by yourself, to avoid any hassle in case replacement is needed.@ Amazon Prime and Netflix are not inbuilt, but can be Side-loaded !!!@ To use your Set top box with android interface, you need to buy MI IR cable and set it up.* OR else directly connect the set up box via AV or HDMI port, to use it conventionally.@ Out of 8GB memory, you only get around 4.7GB free to use (check the image attached)There are Hundreds of review on this TV here as well as on youtube, but NONE explains the TV's potential completely and what its actual flaws are.",5
B07JW1Y6XV,"AG3D6O4STAQKAY2UVGEUV46KN35Q,AHMY5CWJMMK5BJRBBSNLYT3ONILA,AHCTC6ULH4XB6YHDY6PCH2R772LQ,AGYHHIERNXKA6P5T7CZLXKVPT7IQ,AG4OGOFWXJZTQ2HKYIOCOY3KXF2Q,AENGU523SXMOS7JPDTW52PNNVWGQ,AEQJHCVTNINBS4FKTBGQRQTGTE5Q,AFC3FFC5PKFF5PMA52S3VCHOZ5FQ","Satisfied,Charging is really fast,Value for money,Product review,Good quality,Good product,Good Product,As of now seems good","Looks durable Charging is fine tooNo complains,Charging is really fast, good product.,Till now satisfied with the quality.,This is a good product . The charging speed is slower than the original iPhone cable,Good quality, would recommend,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81---F1ZgHL._SY88.jpg,Product had worked well till date and was having no issue.Cable is also sturdy enough...Have asked for replacement and company is doing the same...,Value for money",4
B07KRCW6LZ,"AEM356PVXFHAXWV56KDO75FS5WPA,AHVTFTBEBRRJCG72ZG7ABDNQSAOA,AHFTFGF2YB5ZEUB3NC3KOBGZBG5Q,AEI36WUCG27UYFAGDF7HX74VEGIA,AGW3NGXVSGUB34Q5V6ACANURQMGQ,AEIMBDWSM42YEDEE6476WUXFZJHQ,AHM5MCT3ZO5Q2MBYZUDB6UI5AXLA,AFTPXYKUNENYJVDOC55L2CJXPXFQ","Dual Bandwidth,It's good,Simple and effective,Easy plug and play,Only 200mbps support,Great Device for Old Laptops,Good device but be careful for a defective one.,Excellent Speeds and Coverage!","Easy to use,It's good and useful,Had been using this for quite sometime. Supports dual bands. Signal coverage is yet like others. Good use. Easy to install and use,Excellent product revived by old laptop.,,I got this product because for some reason my laptop's internal WiFi and Bluetooth stopped working. Now there are options to buy two separate devices but this solves my purpose and it doesn't sticks out as well.It's having Dual WiFi but I will suggest you to use on 5GHz as the 2.4GHz is a bit slow, slower then the regular 2.4GHz.,It's a good device, good strength, plug and play so no installation needed,BUT got a defective device first which malfunction immediately on plugging, Replaced it with a new one and it's been working well.,Using it for a couple of months now. This has proved to be the much helpful adapter I needed when I moved my PC from Wired to Wireless in a different room. Getting speeds of 148-149Mbps in my 150Mbps subscription speeds.",2
B09NJN8L25,"AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,AEBWA5I4QFCA3P3OBEPMELBGN4GQ,AHMGAC6QM62UXNEOCZIHLHSXPP2Q,AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,AEAMIR3CMSA32IDEINSJKHRNANTA,AF355FTXYAKFH5NYPRTE7SL3WO3Q,AG5DWPD54QGSLWJ6QUFERLPNAX4Q","Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well.","Worked on iPhone 7 and didn’t work on iPhone XR,https://m.media-amazon.com/images/I/71qFFAlV9ZL._SY88.jpg,Look-wise, I didn’t like it. Still, I use it for my work.,Product is quite good and is fast charging.Loved it.,I like it . Looks last long.,The sturdiness will depend on the manner of its use. But its speed of charging is great. Very good product for the average income group.,It's great for charging devices with various types of ports. But works best when charging one device at a time.,Good item.",4
B07XJYYH7L,"AE47XF2766XJOEOI42DVP2HMB4YQ,AH6JPV326WGUKC2J4EGVP3IN6ZLA,AF4X3QT4KW3DV2HUMQVSOJDISOOQ,AG46FAHE6KV3OQCLJYKRDZWNNYGQ,AFG6OH7UYU5ZITX4NE2KQR3DX5SA,AFCZMUBZNRVRW2EJJKK5PN2YQZVQ,AHDMHAUOY75NWLNOF3X4UPNKXFSQ,AHWCWBYXHX4QO7ZOFUYIUFTTAJIQ","Its slow in charging,Ok product,Looks good, but charges slow,very slow charing.,Poor quality, iPhone part will last for two months only, other two are ok,Charger,Product ok,Slow charging","Charging power is very less. It takes hours to charge even a single phone.,Ok type product. Not very sturdy,Although it is written fast charging. However it charges quite slow compared to original chargers, even when one mobile is charged at one time.,When using a regular cable, it takes about 2 hrs for a full charge. When using this cable to the same socket and charger, it showing 10 hrs.,IPhone charger last for two months only,Charging not fast,Slow charging4500amh battery18 watt Charger4 khant full charge,Slow charging speed",1
B002PD61Y4,"AGA2PZGWMQIRA46VYOTICFE7KCBA,AHI2QJ4CLTCQWACDIC2LDFJPDAPA,AEXAFY7V2ZRZI2GD2J6KDOWBZUBQ,AHAEBXTXQDY355AGFMFX3Z2VAAUQ,AETRIARSUFSMNG5LFJZMW6CBJMMQ,AEHQQTEDMSXRGSBDDEIH3JF4AOMQ,AGMG74N6WQGI376W7GEJJ4XD3ARQ,AG7QMBEFFY2LJJKKEVWMJU2BMNRQ","good tool to use for,Brand is always good,Overall good and a better experience,It is useful to me.,Works well with cpplus dvr,Good,Its not plug an play u need to install the driver and will support till 2.4 Ghz not above that,Surveillance Camera In My House","good quality tool from d linkWiFi signal is good,Nice product,Overall good and a better experience,It funcions properly and useful to me.,I you want to buy it for CP Plus Orange DVR, it works.,Nice,Its not plug an play u need to install the driver and will support till 2.4 Ghz not above that. Im using in Jio wifi so its not supporting 5G connectivity as its 3.0,The first reason I bought this item was to have a surveillance camera in my house. To view it on my mobile Used,etc....",3
B014I8SSD0,"AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,AFY5TVFOMVHGBPBTIJODYDQRZM5Q,AE3O6366WGEQAANKJ76QETTUQQTQ,AEQIJCPWSBCDKUO5VROXXHWX3PPA,AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,AH77IQRYD54XCRMCO7XEAIAYCLPA,AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ","It's quite good and value for money,Works well,Hdmi cable,Value for money,All good,Gets the job done,Delivery was good,This one was my need to purchase","I am using it for 14 days now. The experience is pretty good as of now. Picture quality is also not bad. Don't expect something out of the world at this price point. But you can go for it if you have a tight budget.,Initial impressions: works as said, glad I didn’t go for cheaper options (not that it’s too costly) just plug and play. Will update if it screws up,The hdmi cable is good to watch movie,sports and its gives better quality while connecting your laptop with TV and play 🎮.I loved it,Works as expected. Length of the cable is short and it was mentioned also satisfied my requirement. If you need more length better look other options.,All good,It's the best HDMI cable at this price range. No problems yet. Just go for it !!,I was expecting this to be delivered on time and it was delivered on time.Product is good as i have tried other cables and wires from Amazon basica brand.,Good one",1
B09L8DSSFH,"AH5G2FWQ6AJBXK2IDCA22BNQTT2A,AEEV73PQDYYMSQSW46LQMZ526YVQ,AHWB25RGISH5XJ2YQCR4J6FDBPOQ,AE2PYPC3OF2HEF4NCE63FBFFFOMQ,AHYUM6XUA4K6V4QEAPT5MLQQIDPA,AG6U2ZW7UGA562DK4W6NVANEMKDA,AFALQ6JKOEKVRVI3BZ2G5PJ63HQQ,AGAXJLX3K3I7WQKQA4Q4NT2IJ2WQ","Overall Good,Works well. Will comment on durability after using it for a few months.,Nice product,Channel button doesn't work,Compatible with every smart tv,functionality at a budget,Number keys not working,It's good to go ahead with this, for Samsung 6 series","Overall replacement of original samsung remote.its compatible easily with my samsung uhd tv.but there is no voice command in the remote.,Works well. Will comment on durability after using it for a few months.,It uses two AA battery.Seems durable.,Product quality of good. But the channel button doesn't work. I did return and replaced the same product, but it's th same result, channel button doesn't work,Good to go with this rather than purchasing a original one from samsung,we have an expensive samsung TV.TV is great but original remote started draining battery and we had to put in new battery every 5 days which was not ideal.replacing with original remote is a costly affair ( 4k ?)this is a good cheap replacement- has all the functionalities except voice (which we rarely use),Everything works fine except number keys which is very important to change channels , what a waste of money had to buy another remote,Like the design",3
B07232M876,"AF7IXQKBUL6NEIQG4R53LMJJUGXQ,AFODI4XXHXHBFFUHK7N5LVKWEXTQ,AGNONTMQDE5KLLDEEB57Z3C5WAEA,AFW6NV5N3FUXV3CNUACPSYC5AB3Q,AEW6KBDGJEWIOQKAW3FP74GMV6TA,AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,AF2544C4RGIBQX7Y4JMKMSMXMRRQ","Using it with my QC 3 Charger .So far- So good.A Quality cable with a sturdy construction & troublefree performance.,Awesome product go for buy it 👍,Execellent,Sturdy micro USB cable for Old phones,Super,Product description says 3 feet it's hardly a foot length wire.,Good,Excellent quality cable","ABOUT  AMAZONBASICS:xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxAmazon Basics was launched in 2009 & is Amazon’s own inhouse brand for fast moving small electronic consumer goods.Here amazon uses its massive collection of sales data to launch products that are in huge demand & already exist in the market- but at lower prices. Simply put up a similar replica for something successful but at much affordable prices.If something isn’t an immediate hit, Amazon pulls it and moves on.Amazon otherwise is like an online marketplace where it provides a portal for various sellers to sell their product BUT with amazonbasics - Amazon is selling its own product at its own marketplace .Here it derives the benefit of eliminating any intermediate distributors or retailers & hence amazonbasics branded products are available for a lower price attracting bulk customers online.As an additional benefit, Amazonbasics products are delivered free to prime members & are covered under amazon warranty for all and hence any claim or replacement procedures are highly streamlined & immediately taken care of.ABOUT OUR PRODUCT ( REQUIREMENT vs ACTUAL):xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxI recently purchased a new Qualcomm 3 Qbix car charger & was looking for a cable with USB A to Micro B connector. I listed my priorities under various heads to come up with a conclusion and let us compare the actual product based upon my initial requirements:1.) DATA EXCHANGE:*****************************Since it was to be primarily used for fast mobile devices charging in car, Data exchange capability was not much of my concern. Preference though would surely have been a USB 3 but it didn’t bother me if I could only get a USB 2.0 too.ACTUAL PRODUCT: I did try to copy a movie file just for the sake of testing data exchange and I found it to be pretty well. I did not capture any speed data but then we all know speed of data transfer also varies with the type of data being transferred. The more variety of data being transferred simultaneously the lower will be the speed.2.)",2
B07P681N66,"AHDFR3PDKEBV72HXRL3RJJLS3YYA,AHYUZ2BLKNN6UJLFYWCXCEFZTOVQ,AHBST4ZJ5665DV2TCR4W4J2OI3DA,AGHPOFCHZ73Q2Q2IFTCJLUSEL2NQ,AHOMYGLSLJLCOT7Z24PZSVJY3LJQ,AESJE2EZD7S7WOYBN7RE7ZF3J2MA,AF23GXF525XSMXPJBEHP4SPKOZNQ,AFX5NHAAOUKKENAT6GWNKY3X5YTQ","Works flawlessly on Ubuntu 22.04 (if installed correctly),Best for kali. Do not read another review.,Nice product,From 0 to 70 …,Good External Wifi Signal Provider,Superb,Awesome and easy to use,Good product","I am using this on an old Mac Mini, since the Broadcom proprietary drivers aren't available and the replacement B43 drivers don't allow for sufficient download speeds, at least in my experience. I got this device up and running with Ubuntu 22.04 with Linux 5.15.0-56-generic.Google search for ""morrownr/8821au-20210708"" and use the driver on Github. I'm using the product ""TP-Link AC600"" btw. If you are using the other variant sold on Amazon, use lsusb and find out which network interface you are going to have to install drivers for. GIYF.I will admit, this is probably going to be hard for someone who is not generally comfortable with a shell, bash for example. But even though I had never used dkms or iw before, the Github repo along with the build tools available in the jammy repo made it easy enough to get the device working (read the GitHub Readme).To be sure I first got the drivers working in a local Ubuntu VM using Guest Additions to connect to the USB device directly from the guest OS, which also worked.Ultimately, I installed the OS on the host and setup the drivers using USB tethering. I then got the same download speed using this device I was previously getting on my other network interfaces on Windows and Mac, but now on Ubuntu.The device itself is a bit sensitive to the antenna direction when it comes to the impact on download speed. Have been using for about a month now without complaints.,Do not go for reviews that say that it do not support kali. Me and some of my friends all are using it for Wi-Fi hacking and it works really well, it also supports monitor mode. If you are having issues in connecting it to your Kali machine then just go through the web surf a bit and you will find relevant articles on how to connect this TP link adapter to your kali machine. There is also a driver of realtek which you might need to install to make it work in your kali machine.I have given it 4 stars just because the performance if not good as the Alpha adapters which is reasonable for this range of price but in this range and for as a beginner it is the best adapter you can buy.,Nice product. Working fine. My PC is now 5G  Price is too high so giving 4 star,Got the Wi-Fi in one of the rooms from 0 to 70%. Has been working well since a month now. Good alternative to a repeater if only a single device needs to access the Wi-Fi from a corner.,The product is very nice and have good Wifi signal. Using this for over a month now, no complain. But when it for the first time, you need to install the driver on your desktop/laptop from the TP link website to make it operational, which is not very well explained in the manual.,This product is very good,I have buy this product because my laptop don’t support wifi 5ghz band, in 2.5 ghz I receive 30-40Mbps speed only but my broadband plan is 150Mbps.1. Easy to use plug and play windows 102. Good signal i am using another room from router no signal drop , I receive full signal.3. Little bit expensive but go with this because of good signal.4. I receive 170Mbps + download and 110Mbps upload speed on 5ghz and my broadband plan is 150Mbps.I highly recommend this product.,i purchase this product for company use and this is a very good product.",4
B0711PVX6Z,"AF7IXQKBUL6NEIQG4R53LMJJUGXQ,AFODI4XXHXHBFFUHK7N5LVKWEXTQ,AGNONTMQDE5KLLDEEB57Z3C5WAEA,AFW6NV5N3FUXV3CNUACPSYC5AB3Q,AEW6KBDGJEWIOQKAW3FP74GMV6TA,AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,AF2544C4RGIBQX7Y4JMKMSMXMRRQ","Using it with my QC 3 Charger .So far- So good.A Quality cable with a sturdy construction & troublefree performance.,Awesome product go for buy it 👍,Execellent,Sturdy micro USB cable for Old phones,Super,Product description says 3 feet it's hardly a foot length wire.,Good,Excellent quality cable","ABOUT  AMAZONBASICS:xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxAmazon Basics was launched in 2009 & is Amazon’s own inhouse brand for fast moving small electronic consumer goods.Here amazon uses its massive collection of sales data to launch products that are in huge demand & already exist in the market- but at lower prices. Simply put up a similar replica for something successful but at much affordable prices.If something isn’t an immediate hit, Amazon pulls it and moves on.Amazon otherwise is like an online marketplace where it provides a portal for various sellers to sell their product BUT with amazonbasics - Amazon is selling its own product at its own marketplace .Here it derives the benefit of eliminating any intermediate distributors or retailers & hence amazonbasics branded products are available for a lower price attracting bulk customers online.As an additional benefit, Amazonbasics products are delivered free to prime members & are covered under amazon warranty for all and hence any claim or replacement procedures are highly streamlined & immediately taken care of.ABOUT OUR PRODUCT ( REQUIREMENT vs ACTUAL):xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxI recently purchased a new Qualcomm 3 Qbix car charger & was looking for a cable with USB A to Micro B connector. I listed my priorities under various heads to come up with a conclusion and let us compare the actual product based upon my initial requirements:1.)",3
B082T6V3DT,"AFWJSD4AVIM6DC3YA63G2QPENQSQ,AGKSW3FNH3REYN3OKPKJN4KWXLMQ,AEI7HJU4RFV6NR5WSRDQV5ZSRYSA,AGFN3SLEECW6DYL2CVGLIHJCVVHA,AGY7ZX7WDDSGAZJBPPS3MCIL7U7A,AEX422U2J6S45PAKDJIFJB7WNVLQ,AEHU6ETDR7HVQOGLKITDETHZEO7A,AE7VL5JTR7ZZ67UPBM6KP2NYEOYQ","Good product but costly,It’s really long n sturdy no homo 🔥,Takes longer to charge than the regular cable,Quality is really good,iPhone X pink charging cable long one ☝️,A good purchase,It charges fine for me,Absolutely fantastic USB👍👍👍","It cost should be under Rs. 500,Buy it,Color is as per the photo but takes longer to charge. Also doesn’t charge on all sockets.Seems to work better when plugged in directly in the laptop.,Length of the cable is long so that you can happily use it for long distance as week and quality is really good,1 meter pInk charging wire for iPhone X long and strong one for use..,I have been using this lighting cable for almost a month now and the cable turned out exactly as it was shown. I took the rose gold one that matches my phone’s color. Although the metal ends of the cable was rose gold, but the whole cable was pink, which I didn’t like. I went for the 2m long cable so that i can use it conveniently even if it is charging. Though it’s kinda bulky, yet serves it’s purpose. Charging speed is fast and efficient just like the original cable had. Also quite durable and sturdy. My Apple’s original lighting cable had some problem while charging so I purchased this one after watching many YouTube videos and reviews. It was indeed a good purchase.,It’s long and good,It’s a superb product in terms of sturdiness, looks, and charging speed.",2
B07MKFNHKG,"AFIU4APGHOFMXEOVMSQMYKMZ46QQ,AEOFYPCJJQYCKISUR6EC66IZH23Q,AFZSMXS2MILXOSTT2ZEJDE3W7TLQ,AFREYXJZFUSZT7YHDJ4JOF67O6VQ,AGMQDZGGSEBXX4KBJOBAGIFI36OA,AHJ7INNUX3KZSEZRJKFMRJAX7TZA,AGYTCTSUZJJZTK2XVADTQI5MYUFQ,AFZHLQMILG47ZESR5TLNB5QK66HQ","Firestick plugging in issue, otherwise a good deal,Cheap & Best Product,Low budget led tv,Nice tv,Very. Good,Why is the installation guy asking for installation charge?,Good Budget Tv,Good TV but after using it for 9 days, has found a flaw","I got this for 6k. At this price point, I believe the TV provides decent quality. You shouldn't expect amazing quality anyway from a 1366x768 screen resolution. The audio is also okay. Beyond 50 the audio starts cracking.From a viewing distance of 6-8ft the quality looks good.PLEASE NOTE: you will STRUGGLE quite a bit to directly add a firestick to the HDMI port. They have given some other ports right next to the HDMI ports because of which the firestick doesn't have proper space to fit properly unless you really shove it in there. My suggestion is to get an HDMI extender for it.Overall, I'd say, for a small room, it's a 7/10.,Value for money, Satisfied with the product till now,This Led tv low budget Good 👍 Performance but picture & audio not good,https://m.media-amazon.com/images/I/61QvXYP2McL._SY88.jpg,Good,Tv is great but the installation guy asked me for 400? paid installation... Misleading information but again for this price it's good tv. Don't pay installation guy you can do it yourself,,I will give it 4 stars out of 5. I bought this 32 inch VW at 6150 after discounts. Picture quality and sound quality is good.I added firestick to it and it voila became smart tv. The connections to attach these usbs are at the bottom part of the tv which is slightly different from other tvs.So far, working as it should.Revising this after 9 days, the tv is not responding to switch off button. This is happening more when i watch the tv for a few hours and then when i switch off the tv with the firestick remote, the yellow colour indicator down below does not turn red, instead it remains yellow. As far as screen is concerned, the tv's screen changes to black whitish, seems to me that the tv goes into hibernation or sleep mode. This is a fault of the tv as a normal tv should swith off completely and the indicator should turn red. i have called technician tomorrow and if he checks and if he agrees, then i should get a replacement as i got still 2 days time to replace it.Just a helping note for people buying this tv: if you are going to connect firestick to it, as it asks for the brand name of the tv, you can select VU and it will perfectly work on your firestick. Thanks and enjoy!",3
B0BFWGBX61,"AF36YUJUEUU3SA42PFAULM2F5RYA,AESE26BMILSD6E4AVO3YM76G4UPA,AFFB6IUQ46CEIYZ2U7OAYVKAL5RQ,AGHGLXUVEHN4NFA3CCYIUFWBIC4A,AELBYFRFAGLMXQQJKVDUWO7QX2VQ,AHF4A3ZGP7G6JLXAAJ77O2QDJSEQ,AEGZCGGDNS4ZRNPG3CDULRVB5Z5A,AE4YGDAAZX7ZDDGP4BTONW72CMIA","Good product,Strong and powerful,Useful product.,Very nice 👌 👍 product,Good 👍🏻,Good,USB,Strong buid , study design , charging speed ☹️","quality is ok ok only,Well go for it good cable,Useful product in this price.,Very nice,Good,Charging speed supports up to 25V,Product quantity is excellent but very slow charging,Cable is absolutely good looking , strong , durable. But not support fast charging as I expected , I checked speed with stopwatch , I am using Realme phone , with my original realme 20w charger and original cable the time takes to charge 68% to 69% is 34 sec. But with this ambrane cable it takes 1 min 32 sec to charge from 69% to 70%.Little disappointed with charging Speed , overall product is goodHope this review help you guys !",4
B01N90RZ4M,"AEOM4KLP4SKKVSOCAMP7ORLGPGUA,AE4VKQV43AJEZDWE4WVJWFDY6RVA,AGAUULKME2K6WYOHPLL5XT5XLQGA,AFP5TMKVX6PTNYNMLHFCVDXCTN4A,AGNYTWD4ORSSUWNGICU3TRNRMRIA,AGQCT5HPQJXUN2FVZNCBSEQIYDPQ,AHWMHRT7TOMXLYI3XYM4K4OY3NEQ,AEXIFRBO4546MRMJHYKE2AH26VCQ","The button contacts are not very good.,Okay for temporary use,Seller: Smart Place Store; Remote Not original,It's below average,Ok,Tata sky remote,Tatasky remote.,Working one, but parts are flimsy.","The button contacts are not very good.,Doesn't look as standard and durable as original product,Purchased from Seller: Smart Place Store;Remote works but low build quality. Not original.,Material is very average,Works as described,Not meet expectations,but O K.,It's a good product.,Parts are likely to break even in case of small fall.",1
B0088TKTY2,"AGV3IEFANZCKECFGUM42MRH5FNOA,AEBO7NWCNXKT4AESAN443HQH35FQ,AE7GD3VRRYQEAHDR7FXJIR23INYA,AHPAW24BI5X2GCX5M2LHI72VSJJQ,AE2VXY4CFO36MDSIMPG43XHNF4GA,AHHQEKUNVETALN7DTRHUQ2WAWEKQ,AFMIFTNTUD5PIHGONWOTRMMZ5EBA,AHOJBIZVVIIFJKRREY4B6ESVA4KA","Works on linux for me. Get the model with antenna.,Does what it say but other brands available at lesser price,Easy Handle,Great product,Perfect working,Speed is perfect,Great Design, Build, Connectivity Range, Packaging and other features but no linux support since v2,Very good","I use this to connect an old PC to internet. I tried lubuntu 20 and ubuntu 22, it worked out of the box in both, didn't have to do any setup. There's an extender cable so you can place this in a comfortable place. Get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.,The wifi dongle is a simple plug & play device, will start catching available networks right after you plug it into your USB port, no additional installations/ softwares requires. Signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing, hence a star less.,Pros:*Easy to use & Portable*Can be connected to Mobile Hotspot and used in PC( Budget Friendly)*Less installation process*No heating issues & Good Coverage*Best alternative for USB Tethering (phone's battery may get damaged for long term run with Tethering)Cons:*Internet connection speed varies at times, also depends on your modem or cellular connection*Issues occur while installing via CD, which is available along with the product( Installation driver can be downloaded from TP-Link site)*Needed to reconnect the adapter every time system is turned ON*Will not work if your software has some issues, so encountered any just update your system(worked for me)*Support Center is worse, calls are unattended most of the times or just visit nearby storeConclusion:Brought this @499/-Ideal for users who don't need very high speed internet usage,a good alternative for USB Tethering and are on Budge(1080p Youtube videos can be easily played with this without any interruptions),wifi connectivity is a great good result for me. however, some jitter problems did exist.,This is perfect device to connect wifi. Go for it.,This wifi adopter is good working,(Pictures attached)Size/Design:  ★ ★ ★ ★ ★Build Quality: ★ ★ ★ ★ ★Packaging:  ★ ★ ★ ★ ★Software:  ★ ★ ★ ★Speed:  ★ ★ ★ ★ ★Connectivity:  ★ ★ ★ ★ ★Experience:  ★ ★ ★ ★ ★Warranty:  ★ ★ ★ ★ ★Size and Design:The best part about this is that it is very compact in size and very sober and elegant in design. This is a big plus as it is easy plug in and use, add to it the good sober design.Build Quality:The build quality is undoubtedly superb. Just no qualms about that, at all. When held, it doesnt give off that cheap and flimsy product-like feeling.",1
